amount,is_new_recipient,country,device_type,device_trust_score,transaction_hour,prior_transaction_count,is_fraud
337.92,0,SA,atm,62.1,13,186,0
270.9,0,EG,web,80.4,15,8,0
976.88,0,SA,web,96.3,21,48,0
1090.09,1,SA,mobile,96.0,12,185,0
380.94,0,IN,web,69.5,9,12,0
263.28,0,SA,mobile,90.2,21,137,0
1236.09,0,SA,web,71.4,14,166,0
712.17,0,SA,mobile,85.7,21,199,0
1058.44,0,SA,atm,68.8,9,13,0
441.49,0,SA,atm,68.6,6,9,0
144.44,0,SA,mobile,60.4,9,93,0
2751.84,0,SA,web,61.4,18,182,0
1304.33,0,SA,atm,79.3,17,143,0
1056.76,0,SA,web,87.5,18,169,0
716.13,0,SA,atm,65.3,8,54,0
125.11,0,EG,web,95.8,17,119,0
82.18,0,SA,web,89.8,17,121,0
2919.13,0,SA,mobile,98.9,13,74,0
892.86,0,IN,web,77.3,21,142,0
873.32,0,SA,atm,74.6,15,187,0
732.3,0,SA,mobile,95.9,20,111,0
841.45,0,SA,web,78.2,15,155,0
519.05,1,US,web,72.8,19,181,0
2760.7,0,SA,mobile,97.3,13,54,0
2112.59,0,SA,mobile,96.4,8,168,0
220.03,0,IN,mobile,63.2,18,139,0
1793.23,0,SA,web,77.3,8,16,0
1331.53,0,SA,web,77.3,7,169,0
392.03,0,SA,atm,60.5,11,20,0
153.87,0,SA,mobile,96.1,6,83,0
7009.26,1,SA,mobile,57.4,23,3,1
1391.42,0,AE,web,73.8,6,75,0
124.12,0,SA,mobile,68.1,12,112,0
381.88,0,SA,atm,83.0,13,82,0
537.12,0,SA,atm,76.0,8,187,0
483.86,0,SA,web,87.6,20,128,0
615.3,0,SA,atm,65.4,15,20,0
63.75,1,PK,web,83.6,12,95,0
736.8,0,SA,web,86.7,12,192,0
505.29,0,SA,web,77.9,19,28,0
3452.62,0,SA,mobile,79.5,17,161,0
235.3,0,SA,mobile,80.3,14,143,0
1140.71,0,US,mobile,98.5,18,20,0
789.51,0,SA,atm,64.9,8,115,0
223.0,0,SA,atm,92.1,16,175,0
7988.21,1,UK,atm,0.7,4,9,1
310.42,0,SA,mobile,98.8,10,113,0
477.52,0,SA,atm,64.8,6,80,0
503.65,0,SA,web,97.4,8,75,0
141.8,0,AE,mobile,95.1,20,126,0
154.0,0,SA,atm,69.4,8,132,0
2316.33,0,SA,mobile,82.4,20,60,0
1443.71,0,SA,web,67.4,14,26,0
82.58,0,SA,web,77.1,18,148,0
2991.38,1,UK,web,41.0,0,2,1
2801.17,0,SA,web,87.5,20,59,0
563.69,1,SA,mobile,95.0,15,135,0
1146.11,0,SA,mobile,89.2,18,59,0
779.88,0,AE,atm,81.3,8,20,0
688.58,0,SA,web,95.1,20,170,0
1328.57,0,AE,atm,62.5,16,60,0
540.15,0,SA,mobile,81.0,19,187,0
666.43,0,US,mobile,97.9,18,79,0
130.65,0,SA,mobile,84.9,18,190,0
1475.19,0,IN,atm,79.5,16,55,0
1054.0,0,SA,mobile,68.9,19,196,0
2943.63,0,SA,mobile,88.5,14,145,0
120.19,0,PK,web,98.9,12,61,0
1197.83,0,SA,web,73.5,9,30,0
689.71,0,SA,web,75.3,7,23,0
1960.55,0,PK,atm,65.8,19,13,0
457.99,0,SA,web,71.5,16,91,0
2441.5,0,SA,web,95.7,20,7,0
346.6,0,IN,mobile,73.0,15,31,0
314.33,0,UK,atm,95.4,14,87,0
1138.72,1,UK,atm,74.3,15,22,0
326.16,0,SA,atm,93.6,21,42,0
704.1,1,AE,atm,73.1,12,78,0
2317.89,0,SA,atm,86.8,14,18,0
2437.3,0,SA,mobile,79.5,10,112,0
1653.02,0,SA,web,63.0,9,76,0
1031.58,0,SA,mobile,86.9,17,163,0
139.01,0,SA,web,71.1,19,194,0
1562.97,0,SA,web,93.9,18,179,0
638.42,0,SA,atm,65.0,8,170,0
263.99,0,SA,atm,74.4,21,127,0
557.18,0,SA,atm,88.0,12,128,0
850.4,0,SA,atm,74.4,18,143,0
508.28,0,SA,mobile,78.7,8,176,0
3416.24,0,SA,web,71.1,19,129,0
627.38,0,US,web,84.4,11,148,0
410.33,0,AE,mobile,70.7,6,102,0
576.76,0,SA,web,83.8,13,116,0
502.09,0,SA,web,93.4,14,71,0
236.21,0,SA,atm,95.3,20,50,0
1400.0,0,EG,atm,72.4,17,77,0
1424.9,0,SA,mobile,67.7,17,189,0
704.09,0,SA,atm,93.3,20,143,0
481.74,0,SA,atm,75.3,21,13,0
492.62,0,EG,web,79.5,11,120,0
4246.08,0,AE,atm,79.9,16,5,0
1061.19,0,SA,mobile,76.0,9,37,0
18977.03,0,SA,atm,9.2,5,9,1
602.35,0,SA,web,93.1,7,114,0
218.29,0,US,web,78.0,17,71,0
1498.18,0,AE,atm,65.9,9,66,0
655.57,1,AE,web,90.0,6,165,0
464.53,0,SA,atm,99.0,15,109,0
1303.35,0,SA,mobile,93.2,7,26,0
113.23,0,SA,web,74.3,21,72,0
387.5,0,SA,web,81.4,21,59,0
349.28,1,PK,mobile,86.8,12,99,0
1290.56,1,EG,web,79.7,13,120,0
2474.27,0,SA,atm,76.8,15,41,0
52.44,1,EG,web,68.3,9,197,0
2280.15,0,SA,mobile,61.7,9,57,0
2149.41,1,SA,web,80.5,6,104,0
365.18,1,SA,web,60.5,10,194,0
1536.65,0,PK,atm,76.1,14,81,0
4320.5,0,AE,atm,74.4,12,54,0
1365.48,0,SA,mobile,76.9,9,30,0
731.52,1,SA,mobile,62.1,19,147,0
1101.34,0,SA,web,67.1,10,62,0
132.52,1,IN,mobile,71.3,17,111,0
788.62,0,SA,mobile,89.2,17,32,0
1499.9,0,SA,atm,97.9,21,147,0
1800.53,0,SA,web,69.7,15,129,0
815.73,0,SA,web,81.6,20,87,0
413.98,0,SA,mobile,72.2,11,141,0
68.81,0,SA,web,90.0,11,70,0
2250.25,0,SA,atm,66.7,13,16,0
2596.6,0,SA,web,66.2,16,71,0
192.92,0,PK,web,75.6,17,193,0
1073.24,0,SA,web,68.3,12,159,0
494.49,0,SA,web,95.9,20,128,0
449.01,0,IN,web,77.7,15,21,0
766.67,0,SA,web,69.0,16,154,0
502.37,0,SA,mobile,86.7,6,194,0
934.18,0,SA,mobile,94.7,17,176,0
501.85,0,AE,atm,73.2,11,147,0
414.97,0,SA,mobile,86.8,11,80,0
898.75,0,SA,mobile,97.6,13,134,0
3342.65,0,SA,atm,88.7,20,101,0
502.95,0,SA,web,72.4,18,131,0
1909.71,0,SA,atm,98.1,13,26,0
1051.39,1,PK,web,21.9,0,4,1
226.35,0,SA,atm,84.0,10,121,0
15348.02,1,NG,mobile,24.2,4,9,1
752.62,0,SA,mobile,96.9,20,93,0
1126.0,0,AE,web,78.0,17,11,0
257.61,0,SA,atm,96.9,12,13,0
200.28,0,SA,web,91.6,6,165,0
702.45,0,NG,web,68.3,9,148,0
545.42,0,AE,atm,96.2,17,191,0
2194.7,0,SA,mobile,82.4,17,6,0
688.64,0,SA,web,99.9,13,58,0
347.2,0,SA,atm,83.7,8,141,0
632.23,0,SA,atm,89.2,18,176,0
582.03,0,SA,web,89.4,21,23,0
350.27,0,SA,mobile,64.8,21,38,0
809.69,0,SA,atm,86.1,21,90,0
996.34,0,SA,mobile,77.9,15,88,0
339.06,0,SA,mobile,83.5,14,44,0
275.73,0,PK,mobile,91.5,19,83,0
922.22,0,SA,atm,99.6,17,113,0
3810.17,0,SA,atm,86.5,8,84,0
1099.9,0,SA,atm,65.9,20,65,0
606.09,0,SA,web,67.2,17,197,0
2882.62,0,SA,atm,95.2,16,50,0
1316.7,0,SA,mobile,62.4,8,149,0
527.03,1,SA,web,73.6,21,172,0
187.94,0,SA,atm,70.9,6,173,0
251.9,0,SA,web,76.8,19,63,0
102.64,1,PK,atm,75.6,17,92,0
1631.54,0,IN,web,80.3,12,101,0
807.63,0,SA,atm,61.1,20,101,0
437.5,0,SA,atm,93.7,8,73,0
1684.47,0,SA,mobile,63.7,9,143,0
159.16,0,SA,mobile,89.7,19,195,0
423.4,0,SA,web,91.1,18,111,0
162.32,0,SA,atm,67.0,21,163,0
1755.17,0,SA,web,81.1,10,46,0
964.68,0,SA,mobile,91.2,11,28,0
1082.21,0,SA,web,90.1,6,60,0
3828.53,0,SA,web,87.0,14,140,0
241.17,0,IN,mobile,90.0,16,112,0
1293.76,0,IN,mobile,96.9,19,22,0
799.76,0,PK,atm,81.0,10,80,0
118.86,1,SA,mobile,88.7,12,9,0
415.77,0,SA,atm,78.6,9,45,0
872.35,0,SA,web,70.2,17,43,0
1019.22,0,EG,atm,92.5,19,9,0
4227.44,0,SA,mobile,90.0,16,138,0
1537.18,0,SA,mobile,67.0,11,190,0
1760.14,0,SA,atm,63.2,11,84,0
587.02,0,EG,web,86.3,11,185,0
375.47,0,SA,atm,89.7,12,29,0
979.31,0,EG,web,95.6,12,20,0
1251.23,0,SA,mobile,64.6,13,157,0
793.68,1,IN,atm,80.3,16,42,0
4725.92,0,SA,mobile,80.8,9,104,0
224.24,0,SA,atm,99.6,16,138,0
6558.02,1,US,atm,55.9,2,0,1
300.4,0,PK,atm,60.5,18,71,0
846.14,1,SA,mobile,83.1,13,75,0
207.38,0,SA,web,84.6,10,104,0
1284.34,0,SA,mobile,75.2,7,58,0
433.55,0,SA,mobile,89.3,20,108,0
2287.31,0,EG,atm,68.0,11,34,0
188.03,0,SA,mobile,99.8,14,117,0
509.38,0,AE,mobile,72.2,14,177,0
1517.73,0,SA,atm,73.7,6,37,0
1011.67,0,SA,web,83.0,19,142,0
387.52,0,UK,mobile,81.6,16,115,0
152.24,0,NG,web,68.2,15,50,0
28307.89,1,NG,mobile,23.3,5,7,1
1072.8,1,NG,mobile,52.0,2,2,1
3565.54,0,SA,mobile,95.4,11,15,0
536.7,1,SA,web,65.7,13,119,0
360.36,0,SA,mobile,94.0,19,86,0
161.1,0,SA,web,84.0,9,83,0
749.77,0,SA,mobile,70.7,18,27,0
2501.96,1,SA,web,79.8,9,50,0
501.91,0,SA,mobile,98.5,16,100,0
472.33,0,PK,mobile,81.8,17,106,0
2414.93,0,SA,mobile,69.7,15,199,0
483.93,1,SA,atm,71.6,12,56,0
1468.75,1,SA,mobile,81.6,13,49,0
956.2,0,EG,web,98.1,11,184,0
139.82,0,SA,atm,81.5,15,76,0
1580.85,0,SA,atm,63.5,14,115,0
155.39,0,SA,web,66.6,12,138,0
1487.62,0,PK,mobile,71.7,16,190,0
3233.35,0,SA,mobile,70.3,13,97,0
723.64,0,SA,mobile,74.1,12,63,0
1409.9,0,SA,atm,65.7,21,190,0
307.16,0,SA,mobile,83.7,18,106,0
2066.35,0,SA,atm,68.0,17,84,0
460.95,1,IN,web,80.0,16,107,0
309.13,0,SA,mobile,61.0,18,90,0
860.26,0,SA,atm,69.9,14,69,0
263.8,0,SA,web,92.2,15,45,0
921.09,1,UK,mobile,60.0,7,106,0
352.1,0,SA,atm,96.0,17,115,0
386.97,0,EG,web,68.4,16,61,0
813.52,0,SA,atm,80.0,21,50,0
86.12,0,SA,web,79.9,8,45,0
983.12,0,SA,web,93.5,16,43,0
1375.91,0,SA,atm,75.9,9,30,0
570.47,0,SA,atm,85.9,19,50,0
1526.04,0,SA,web,91.5,7,18,0
7473.95,0,SA,atm,87.3,14,111,0
1061.3,0,SA,mobile,93.3,6,89,0
571.28,0,IN,mobile,70.4,18,88,0
1747.19,1,SA,web,65.1,16,53,0
2894.94,0,SA,web,99.3,16,109,0
2521.95,1,SA,mobile,80.4,13,68,0
183.54,1,SA,mobile,86.2,17,38,0
1068.3,0,SA,atm,88.0,14,85,0
1911.57,0,IN,mobile,77.9,9,148,0
534.05,0,AE,atm,66.2,18,115,0
582.74,0,SA,mobile,90.0,6,147,0
577.22,0,NG,atm,61.8,20,82,0
1136.08,1,SA,web,76.6,18,168,0
857.46,1,NG,web,76.9,20,10,0
798.85,0,SA,web,94.9,21,117,0
290.15,1,SA,web,76.6,8,88,0
970.21,0,SA,mobile,86.2,12,99,0
613.47,0,SA,mobile,88.1,11,150,0
1689.16,0,PK,web,76.6,21,138,0
557.79,1,PK,web,79.5,17,30,0
2306.09,0,SA,atm,90.1,14,28,0
2663.07,0,SA,web,92.7,17,137,0
198.77,0,SA,web,91.0,20,47,0
633.78,0,IN,atm,85.0,13,9,0
270.63,0,PK,web,96.0,19,77,0
679.59,0,AE,mobile,95.1,9,159,0
415.92,1,SA,mobile,69.4,6,95,0
595.64,0,SA,web,85.0,17,50,0
336.04,0,SA,atm,77.1,12,154,0
1330.53,0,UK,atm,14.2,22,8,1
3815.16,0,PK,web,96.8,8,116,0
504.72,0,SA,web,76.3,21,8,0
263.55,0,SA,atm,74.2,17,157,0
333.92,0,IN,web,75.5,14,36,0
4819.37,0,SA,mobile,97.7,15,170,0
428.94,0,SA,web,82.3,6,52,0
950.02,0,SA,atm,75.4,15,143,0
875.73,0,UK,atm,95.8,15,37,0
128.5,0,SA,web,75.5,7,124,0
2400.93,0,SA,atm,69.7,14,117,0
2945.06,0,SA,web,86.4,15,56,0
3704.56,1,SA,atm,81.7,21,80,0
471.53,0,SA,mobile,86.4,15,133,0
922.68,1,IN,atm,90.1,6,36,0
4637.59,0,US,mobile,75.0,14,136,0
2024.02,1,SA,mobile,61.7,13,63,0
621.89,0,SA,web,79.9,16,64,0
557.11,1,SA,web,74.6,6,75,0
238.64,0,PK,atm,74.1,15,91,0
551.89,1,PK,atm,87.7,10,168,0
524.32,0,SA,web,97.4,21,100,0
630.31,0,SA,mobile,61.2,18,17,0
1239.92,1,NG,mobile,63.9,14,145,0
283.16,0,SA,mobile,68.0,7,145,0
774.95,0,EG,mobile,87.3,13,169,0
1006.58,0,AE,web,69.5,6,188,0
441.84,0,SA,atm,80.4,10,14,0
678.03,1,UK,mobile,75.2,11,86,0
163.86,0,SA,web,85.7,6,102,0
1388.18,0,SA,mobile,73.5,11,125,0
219.42,0,SA,mobile,67.1,8,63,0
672.66,1,NG,mobile,69.7,15,77,0
111.66,0,SA,atm,72.2,18,59,0
144.86,0,EG,atm,74.9,17,82,0
2101.27,0,SA,atm,63.1,19,195,0
814.03,0,SA,web,89.7,16,123,0
598.28,0,UK,web,68.6,15,181,0
4251.97,0,SA,atm,63.8,18,94,0
443.52,0,SA,web,71.1,6,38,0
483.64,0,SA,mobile,90.5,6,24,0
316.35,0,SA,atm,70.8,8,184,0
813.69,1,EG,atm,89.3,10,39,0
156.68,0,SA,mobile,62.7,21,8,0
14237.66,1,NG,mobile,38.4,3,4,1
452.79,0,SA,atm,95.3,12,90,0
178.2,0,SA,web,92.9,17,18,0
234.96,0,SA,atm,99.2,11,107,0
871.2,0,SA,mobile,68.9,18,29,0
1871.75,0,UK,web,60.2,16,92,0
878.5,0,SA,mobile,84.6,20,136,0
2590.78,1,SA,atm,99.2,18,59,0
461.04,1,SA,atm,79.4,17,197,0
905.87,0,SA,atm,95.6,13,54,0
286.95,0,AE,mobile,64.3,20,20,0
210.34,0,SA,atm,60.7,19,160,0
582.47,0,SA,atm,85.7,15,39,0
36.17,0,AE,web,84.3,18,22,0
2284.61,1,SA,web,62.1,20,157,0
779.59,0,SA,mobile,88.1,19,69,0
276.19,0,SA,web,65.6,11,58,0
609.84,0,US,web,73.7,6,72,0
321.9,0,SA,mobile,86.7,20,143,0
1277.77,0,SA,web,64.4,11,124,0
1106.62,1,SA,web,31.7,0,5,1
1203.1,0,SA,web,96.8,13,192,0
1801.75,0,SA,mobile,87.7,8,184,0
1470.65,0,SA,atm,81.1,17,180,0
104.78,0,SA,atm,66.8,8,35,0
317.87,0,IN,web,83.4,20,32,0
736.0,0,UK,mobile,68.0,13,86,0
158.01,0,SA,atm,94.8,8,68,0
351.21,0,SA,atm,86.1,10,195,0
502.92,1,SA,mobile,82.0,9,7,0
2500.02,1,UK,mobile,91.5,14,173,0
849.9,0,IN,web,76.6,8,138,0
294.94,0,SA,atm,88.3,10,102,0
594.35,0,PK,mobile,68.4,21,53,0
242.5,0,SA,mobile,79.6,20,62,0
531.87,0,NG,mobile,91.7,14,130,0
1071.37,0,SA,mobile,81.2,11,152,0
2947.0,0,PK,mobile,82.2,21,49,0
478.25,0,SA,atm,68.8,10,196,0
633.62,0,SA,atm,82.5,11,102,0
1179.91,1,SA,web,69.0,13,73,0
710.46,0,SA,web,73.9,20,169,0
1343.59,0,SA,web,62.1,21,141,0
1007.03,0,AE,web,93.1,10,66,0
635.4,0,AE,mobile,76.7,15,163,0
1718.34,0,SA,mobile,72.5,19,170,0
937.48,0,SA,atm,68.5,10,173,0
420.67,0,SA,atm,61.8,15,53,0
153.94,0,SA,web,89.2,19,184,0
519.74,0,SA,atm,96.1,16,128,0
636.92,0,NG,web,69.9,21,35,0
825.22,0,SA,mobile,69.5,17,197,0
589.98,1,SA,web,93.8,19,188,0
1824.04,1,SA,web,67.1,17,65,0
289.8,0,NG,atm,62.9,21,195,0
1740.74,1,SA,atm,92.5,15,185,0
667.27,0,SA,mobile,79.5,19,83,0
549.32,0,SA,web,74.0,13,129,0
2805.58,0,SA,atm,99.9,13,187,0
210.01,0,SA,mobile,61.6,21,169,0
950.06,0,SA,atm,94.2,16,29,0
113.29,0,SA,web,66.2,9,152,0
340.94,0,SA,atm,96.4,19,164,0
879.99,0,SA,atm,83.6,13,27,0
110.8,0,IN,mobile,86.5,19,105,0
746.9,0,UK,mobile,70.6,21,49,0
937.89,0,UK,atm,66.9,8,164,0
392.26,0,AE,atm,79.4,7,130,0
153.33,0,PK,atm,91.5,12,89,0
1567.53,0,SA,atm,62.4,21,31,0
464.56,0,SA,mobile,75.8,16,156,0
64.1,0,SA,mobile,93.9,19,32,0
3853.24,0,SA,web,64.0,7,64,0
1549.1,0,UK,web,95.2,15,45,0
1640.56,0,AE,atm,75.0,9,119,0
868.85,0,SA,mobile,64.5,11,44,0
1531.77,0,SA,mobile,81.2,6,49,0
163.21,1,SA,mobile,77.8,8,94,0
875.95,1,EG,web,65.3,19,136,0
552.59,1,SA,web,70.3,14,35,0
384.37,0,SA,mobile,63.9,10,194,0
194.27,1,AE,atm,89.1,19,113,0
4178.09,1,SA,mobile,99.9,8,36,0
237.79,0,SA,atm,97.8,13,89,0
331.73,0,SA,mobile,90.0,20,115,0
415.15,0,AE,atm,80.6,7,78,0
155.24,1,SA,atm,98.1,12,144,0
88.48,1,SA,atm,90.7,8,46,0
578.63,0,AE,web,85.2,18,120,0
2978.32,0,SA,mobile,66.5,19,116,0
172.92,1,SA,mobile,73.9,14,96,0
2837.53,0,SA,atm,86.1,15,157,0
2027.81,0,US,mobile,76.6,14,16,0
496.5,0,NG,web,74.7,8,83,0
8511.71,1,AE,web,10.1,5,2,1
90.77,0,SA,mobile,62.3,14,6,0
394.49,0,EG,mobile,78.7,15,101,0
4306.69,1,SA,web,26.0,5,7,1
945.94,0,SA,mobile,85.8,9,54,0
9069.27,0,SA,web,90.1,12,7,0
477.77,0,UK,atm,67.6,15,121,0
306.0,0,IN,mobile,68.5,12,5,0
973.56,0,AE,mobile,75.4,13,108,0
363.37,0,SA,atm,84.4,10,94,0
116.77,0,SA,atm,68.4,8,58,0
354.39,0,AE,mobile,77.1,6,93,0
1357.86,1,SA,web,64.2,7,100,0
1696.11,0,SA,mobile,68.9,11,110,0
1606.03,0,SA,mobile,64.5,19,184,0
782.49,0,SA,mobile,94.9,17,104,0
2976.62,0,UK,mobile,84.3,14,64,0
67.79,0,SA,web,72.0,19,60,0
687.78,0,SA,web,76.7,17,88,0
766.09,0,SA,atm,91.9,12,192,0
363.8,0,SA,web,85.8,11,192,0
959.92,0,AE,atm,67.2,11,166,0
95.54,0,SA,web,75.7,13,171,0
1054.34,0,SA,web,60.1,19,23,0
386.99,0,PK,web,98.7,10,7,0
790.9,0,SA,web,63.9,20,167,0
212.07,1,SA,web,85.3,7,59,0
819.19,0,SA,web,80.3,9,179,0
223.89,0,SA,mobile,82.7,17,51,0
866.76,0,SA,mobile,68.7,8,150,0
1485.8,0,SA,atm,80.1,21,93,0
2066.48,0,SA,atm,80.1,12,199,0
1974.98,0,SA,atm,95.3,15,58,0
263.08,0,SA,mobile,93.0,11,28,0
361.37,0,AE,atm,66.6,15,70,0
1473.35,0,PK,web,69.4,15,12,0
327.84,0,SA,mobile,63.6,8,115,0
10587.44,1,SA,web,25.7,4,6,1
976.61,0,SA,web,91.6,14,182,0
785.32,0,SA,mobile,67.4,17,175,0
234.06,0,SA,atm,97.9,15,198,0
315.83,1,SA,mobile,66.0,19,92,0
149.93,1,EG,web,93.0,9,68,0
195.09,0,AE,atm,67.1,9,66,0
811.93,0,SA,mobile,69.7,13,139,0
3640.78,0,SA,web,86.9,7,155,0
3227.12,1,NG,atm,3.4,0,8,1
1122.82,1,SA,web,83.3,11,89,0
819.96,0,SA,atm,96.4,15,68,0
1007.65,0,IN,mobile,70.2,7,31,0
321.67,0,SA,atm,84.0,19,116,0
1256.29,0,SA,mobile,93.3,8,11,0
967.53,0,SA,mobile,71.1,16,169,0
19804.61,0,SA,web,27.9,2,6,1
702.5,0,SA,atm,63.5,13,67,0
303.17,0,SA,mobile,80.6,12,111,0
949.02,0,SA,web,88.4,19,170,0
468.6,0,SA,web,77.1,13,142,0
127.83,0,SA,web,77.7,11,183,0
419.38,0,SA,web,87.9,9,25,0
252.15,0,SA,atm,66.1,12,166,0
4358.35,0,PK,web,96.8,20,108,0
1445.98,0,PK,web,85.7,8,6,0
481.32,0,SA,atm,90.5,8,56,0
525.23,0,AE,atm,95.7,13,60,0
282.89,0,EG,atm,96.5,19,199,0
716.9,0,SA,atm,92.7,20,129,0
2535.07,0,SA,atm,81.1,6,30,0
533.19,0,SA,mobile,62.5,11,147,0
3026.75,1,SA,mobile,1.8,4,5,1
650.7,0,SA,mobile,77.8,9,105,0
676.65,0,SA,mobile,75.1,18,173,0
1396.99,0,AE,atm,87.2,7,62,0
3820.26,1,SA,mobile,46.7,1,4,1
1618.61,0,AE,atm,65.2,12,147,0
300.4,0,SA,web,96.5,17,90,0
3898.49,0,AE,mobile,64.7,17,25,0
1940.22,0,SA,web,87.6,8,152,0
147.99,0,SA,mobile,93.2,8,198,0
879.54,0,SA,mobile,60.5,16,166,0
331.83,0,SA,atm,82.8,19,172,0
1400.72,0,IN,atm,98.5,8,104,0
4154.99,1,PK,web,13.4,23,1,1
858.45,0,SA,atm,74.0,19,7,0
464.44,0,SA,web,63.8,16,193,0
1468.49,1,EG,web,66.4,14,144,0
835.62,0,SA,web,68.5,7,118,0
162.24,0,SA,web,67.5,21,117,0
311.42,0,SA,mobile,71.5,6,194,0
1604.27,0,SA,atm,68.4,11,6,0
1767.58,1,SA,web,85.9,7,13,0
1694.98,0,SA,web,70.5,17,111,0
154.08,0,SA,mobile,92.8,19,5,0
3381.98,1,UK,atm,96.4,17,157,0
720.95,1,IN,mobile,71.5,7,72,0
246.7,1,SA,web,90.0,17,88,0
405.68,0,SA,web,79.4,21,52,0
1209.65,1,US,mobile,19.4,22,5,1
1326.97,0,SA,atm,87.3,13,53,0
78.48,0,SA,mobile,99.5,12,130,0
468.34,0,SA,mobile,66.2,16,99,0
559.26,0,SA,mobile,75.7,11,64,0
738.01,0,AE,web,62.3,7,94,0
273.71,0,SA,web,65.8,7,79,0
1653.47,0,EG,atm,86.5,17,183,0
326.58,1,IN,web,94.0,20,71,0
1601.79,0,SA,mobile,66.0,6,138,0
1354.29,0,SA,atm,94.4,10,191,0
916.54,0,AE,mobile,63.2,16,173,0
223.76,0,SA,web,71.0,19,19,0
2275.81,0,SA,atm,71.8,11,131,0
452.15,1,SA,web,98.3,15,163,0
342.94,0,SA,atm,78.8,13,23,0
501.82,0,SA,mobile,97.0,15,175,0
1749.15,1,SA,atm,67.2,7,84,0
286.63,0,SA,atm,95.2,17,75,0
420.32,0,SA,web,88.0,19,23,0
1229.47,0,SA,mobile,90.3,16,174,0
367.34,0,SA,web,71.0,7,74,0
1107.16,0,SA,web,68.7,6,82,0
2283.32,0,EG,web,99.9,8,158,0
256.04,0,SA,web,93.4,15,139,0
391.48,0,SA,mobile,94.7,10,151,0
894.86,0,SA,web,83.8,8,14,0
354.84,0,SA,mobile,89.5,17,42,0
632.67,1,NG,atm,51.5,5,2,1
428.93,0,SA,web,60.5,13,160,0
380.22,0,NG,web,75.6,11,140,0
79.09,0,SA,web,81.4,19,79,0
497.19,1,AE,mobile,96.1,13,172,0
2410.48,0,SA,web,91.3,10,89,0
1131.44,0,SA,web,83.3,18,101,0
1075.51,0,SA,mobile,83.3,20,67,0
1561.4,0,EG,mobile,85.1,10,119,0
419.09,0,SA,atm,95.4,15,28,0
233.57,0,SA,atm,84.9,9,118,0
378.73,0,SA,mobile,80.2,11,96,0
252.51,0,SA,mobile,97.7,19,29,0
406.04,0,SA,web,79.8,16,85,0
279.91,0,SA,mobile,93.2,17,44,0
450.45,1,SA,web,97.7,10,107,0
1821.0,1,SA,web,23.4,2,5,1
807.75,0,SA,mobile,79.7,16,24,0
168.87,0,SA,web,65.0,11,30,0
295.59,0,SA,atm,80.8,9,188,0
1087.63,0,AE,mobile,94.6,6,55,0
1467.75,0,SA,web,66.5,8,168,0
204.34,0,SA,web,70.8,13,63,0
330.47,0,SA,atm,83.0,14,108,0
694.66,0,SA,web,68.8,9,52,0
644.47,0,SA,mobile,97.1,13,79,0
272.64,0,SA,atm,94.9,19,17,0
1349.48,0,SA,mobile,70.7,19,9,0
651.42,1,IN,web,79.3,19,111,0
473.44,0,SA,atm,60.9,8,71,0
176.49,0,SA,web,61.6,18,188,0
609.73,1,SA,web,66.9,15,42,0
127.21,0,PK,atm,88.5,13,188,0
751.39,0,SA,web,80.0,9,116,0
219.78,0,SA,mobile,75.2,9,35,0
209.47,1,SA,atm,65.4,18,155,0
874.96,0,SA,atm,62.8,10,102,0
1401.37,0,SA,web,36.2,0,7,1
768.32,0,SA,web,62.2,16,142,0
923.34,0,SA,web,75.7,6,104,0
687.42,0,SA,mobile,71.8,8,113,0
683.11,0,AE,web,96.8,13,97,0
3688.52,0,IN,web,93.7,13,114,0
412.12,0,SA,mobile,90.2,9,192,0
1559.78,0,SA,atm,71.4,17,146,0
1720.91,1,SA,web,30.2,5,3,1
2178.54,0,PK,mobile,77.2,13,107,0
5696.59,0,SA,web,63.8,10,35,0
396.97,0,SA,atm,89.3,13,66,0
1226.38,0,EG,atm,95.2,12,138,0
1488.38,0,SA,atm,96.3,11,148,0
402.5,0,PK,mobile,82.9,10,73,0
581.78,0,SA,web,79.7,6,122,0
726.01,0,SA,mobile,62.2,16,91,0
231.76,0,SA,atm,61.9,16,62,0
1434.6,0,AE,atm,83.9,19,14,0
1303.18,1,SA,atm,74.9,12,100,0
429.23,0,SA,web,86.2,18,95,0
293.61,0,SA,mobile,85.7,15,7,0
191.02,0,SA,atm,96.0,16,14,0
234.96,0,SA,atm,70.2,11,146,0
641.27,0,SA,atm,97.7,13,165,0
1873.32,0,SA,mobile,61.4,19,187,0
325.82,0,AE,atm,95.7,9,137,0
354.47,0,SA,mobile,88.6,6,196,0
460.96,0,SA,atm,84.1,10,71,0
735.34,0,SA,mobile,82.8,13,183,0
547.89,0,SA,mobile,98.3,19,12,0
2580.03,1,SA,mobile,91.3,12,85,0
737.62,0,AE,mobile,60.1,13,15,0
491.33,0,SA,web,77.5,13,15,0
1559.63,0,SA,atm,94.8,13,143,0
272.8,0,SA,atm,68.1,6,37,0
415.12,1,IN,mobile,78.8,17,130,0
326.24,0,IN,mobile,81.0,9,52,0
676.59,1,AE,web,77.2,18,85,0
2290.95,0,US,atm,93.6,8,31,0
502.78,0,SA,mobile,72.4,19,70,0
2218.46,0,SA,web,82.5,9,153,0
392.87,0,SA,mobile,88.1,14,10,0
322.94,0,PK,web,71.0,17,90,0
4177.91,1,SA,mobile,56.2,4,7,1
